,industry_category,stock_id,stock_name,type,date
2861,半導體業,8054,安國,tpex,2023-12-04
2862,通信網路業,8059,凱碩,tpex,2023-12-04
2863,光電業,8064,東捷,tpex,2023-12-04
2864,居家生活類,8066,來思達,tpex,2023-12-04
2865,貿易百貨,8066,來思達,tpex,2023-06-29
2866,電子通路業,8067,志旭,tpex,2023-12-04
2867,電子通路業,8068,全達,tpex,2023-12-04
2868,光電業,8069,元太,tpex,2023-12-04
2869,電子工業,8070,長華*,twse,2023-12-04
2870,電子通路業,8070,長華*,twse,2023-12-04
2871,電子零組件業,8071,能率網通,tpex,2023-12-04
2872,電子工業,8072,陞泰,twse,2023-12-04
2873,電子通路業,8072,陞泰,twse,2023-12-04
2874,電子零組件業,8074,鉅橡,tpex,2023-12-04
2875,電腦及週邊設備業,8076,伍豐,tpex,2023-12-04
2876,觀光事業,8077,洛碁,tpex,2023-06-29
2877,觀光餐旅,8077,洛碁,tpex,2023-12-04
2878,通信網路業,8078,華寶,twse,2023-12-04
2879,電子工業,8078,華寶,twse,2023-12-04
2880,建材營造,8080,印鉐,tpex,2023-10-11
2881,電子零組件業,8080,永利聯合,tpex,2022-06-03
2882,半導體業,8081,致新,twse,2023-12-04
2883,電子工業,8081,致新,twse,2023-12-04
2884,電機機械,8083,瑞穎,tpex,2023-12-04
2885,電子通路業,8084,巨虹,tpex,2023-12-04
2886,其他電子類,8085,福華,tpex,2023-12-04
2887,半導體業,8086,宏捷科,tpex,2023-12-04
2888,光電業,8087,華鎂鑫,tpex,2023-07-05
2889,綠能環保類,8087,華鎂鑫,tpex,2023-12-04
2890,半導體業,8088,品安,tpex,2023-12-04
2891,通信網路業,8089,康全電訊,tpex,2023-12-04
2892,電子零組件業,8091,翔名,tpex,2023-12-04
2893,其他電子類,8092,建暐,tpex,2023-12-04
2894,電子零組件業,8093,保銳,tpex,2023-12-04
2895,電子通路業,8096,擎亞,tpex,2023-12-04
2896,通信網路業,8097,常珵,tpex,2023-12-04
2897,資訊服務業,8099,大世科,tpex,2023-12-04
2898,通信網路業,8101,華冠,twse,2023-12-04
2899,電子工業,8101,華冠,twse,2023-12-04
2900,電子工業,8103,瀚荃,twse,2023-12-04
2901,電子零組件業,8103,瀚荃,twse,2023-12-04
2902,光電業,8104,錸寶,twse,2023-12-04
2903,電子工業,8104,錸寶,twse,2023-12-04
2904,光電業,8105,凌巨,twse,2023-12-04
2905,電子工業,8105,凌巨,twse,2023-12-04
2906,電機機械,8107,大億金茂,tpex,2023-12-04
2907,電子零組件業,8109,博大,tpex,2023-12-04
2908,半導體業,8110,華東,twse,2023-12-04
2909,電子工業,8110,華東,twse,2023-12-04
2910,光電業,8111,立碁,tpex,2023-12-04
2911,電子工業,8112,至上,twse,2023-12-04
2912,電子通路業,8112,至上,twse,2023-12-04
2913,電子工業,8112A,至上甲特,twse,2023-12-04
2914,電子通路業,8112A,至上甲特,twse,2023-12-04
2915,電子工業,8114,振樺電,twse,2023-12-04
2916,電腦及週邊設備業,8114,振樺電,twse,2023-12-04
2917,電子零組件業,8121,越峰,tpex,2023-12-04
2918,半導體業,8131,福懋科,twse,2023-12-04
2919,電子工業,8131,福懋科,twse,2023-12-04
2920,電子零組件業,8147,正淩,tpex,2023-12-04
2921,半導體業,8150,南茂,twse,2023-12-04
2922,電子工業,8150,南茂,twse,2023-12-04
2923,電子零組件業,8155,博智,tpex,2023-12-04
2924,電子工業,8163,達方,twse,2023-12-04
2925,電腦及週邊設備業,8163,達方,twse,2023-12-04
2926,綠能環保類,8171,天宇,tpex,2023-12-04
2927,通信網路業,8171,天宇,tpex,2023-07-05
2928,通信網路業,8176,智捷,tpex,2023-12-04
2929,電子零組件業,8182,加高,tpex,2023-12-04
2930,其他電子類,8183,精星,tpex,2023-12-04
2931,光電業,8199,廣鎵,twse,2023-12-04
2932,電子工業,8199,廣鎵,twse,2023-12-04
2933,其他電子業,8201,無敵,twse,2023-12-04
2934,電子工業,8201,無敵,twse,2023-12-04
2935,電子工業,8210,勤誠,twse,2023-12-04
2936,電腦及週邊設備業,8210,勤誠,twse,2023-12-04
2937,電子工業,8213,志超,twse,2023-12-04
2938,電子零組件業,8213,志超,twse,2023-12-04
2939,光電業,8215,明基材,twse,2023-12-04
2940,電子工業,8215,明基材,twse,2023-12-04
2941,電機機械,8222,寶一,twse,2023-12-04
2942,半導體業,8227,巨有科技,tpex,2023-12-04
2943,電腦及週邊設備業,8234,新漢,tpex,2023-12-04
2944,光電業,8240,華宏,tpex,2023-12-04
2945,電子工業,8249,菱光,twse,2023-12-04
2946,電子零組件業,8249,菱光,twse,2023-12-04
2947,電機機械,8255,朋程,tpex,2023-12-04
2948,半導體業,8261,富鼎,twse,2023-12-04
2949,電子工業,8261,富鼎,twse,2023-12-04
2950,半導體業,8271,宇瞻,twse,2023-12-04
2951,電子工業,8271,宇瞻,twse,2023-12-04
2952,半導體業,8277,商丞,tpex,2023-12-04
2953,生技醫療業,8279,生展,tpex,2023-12-04
2954,資訊服務業,8284,三竹,tpex,2023-12-04
2955,電子零組件業,8289,泰藝,tpex,2023-12-04
2956,電子零組件業,8291,尚茂,tpex,2023-12-04
2957,半導體業,8299,群聯,tpex,2023-12-04
2958,其他,8341,日友,twse,2023-06-30
2959,綠能環保,8341,日友,twse,2023-12-04
2960,其他,8342,益張,tpex,2023-12-04
2961,鋼鐵工業,8349,恒耀,tpex,2023-12-04
2962,鋼鐵工業,8349A,恒耀甲特,tpex,2023-12-04
2963,其他,8354,冠好,tpex,2023-12-04
2964,塑膠工業,8354,冠好,tpex,2021-06-12
2965,電子零組件業,8358,金居,tpex,2023-12-04
2966,航運業,8367,建新國際,twse,2023-12-04
2967,電機機械,8374,羅昇,twse,2023-12-04
2968,其他電子類,8383,千附,tpex,2023-12-04
2969,其他,8390,金益鼎,tpex,2023-07-05
2970,綠能環保類,8390,金益鼎,tpex,2023-12-04
2971,其他,8401,白紗科,tpex,2023-12-04
2972,生技醫療業,8403,盛弘,tpex,2023-12-04
2973,其他,8404,百和興業-KY,twse,2023-12-04
2974,生技醫療業,8406,金可-KY,tpex,2022-04-23
2975,生技醫療業,8409,商之器,tpex,2023-12-04
2976,電腦及週邊設備業,8410,森田,tpex,2023-12-04
2977,其他,8411,福貞-KY,twse,2023-12-04
2978,鋼鐵工業,8415,大國鋼,tpex,2023-12-04
2979,資訊服務業,8416,實威,tpex,2023-12-04
2980,其他,8418,捷必勝-KY,tpex,2023-12-04
2981,其他,8420,明揚,tpex,2023-07-05
2982,運動休閒類,8420,明揚,tpex,2023-12-04
2983,其他,8421,旭源,tpex,2023-12-04
2984,其他,8422,可寧衛,twse,2023-06-30
2985,綠能環保,8422,可寧衛,twse,2023-12-04
2986,其他,8423,保綠-KY,tpex,2023-07-05
2987,綠能環保類,8423,保綠-KY,tpex,2023-12-04
2988,建材營造,8424,惠普,tpex,2023-12-04
2989,其他,8426,紅木-KY,tpex,2023-12-04
2990,其他,8427,基勝-KY,twse,2023-12-04
2991,貿易百貨,8429,金麗-KY,twse,2023-12-04
2992,其他電子類,8431,匯鑽科,tpex,2023-12-04
2993,生技醫療業,8432,東生華,tpex,2023-12-04
2994,居家生活類,8433,弘帆,tpex,2023-12-04
2995,貿易百貨,8433,弘帆,tpex,2023-06-29
2996,其他,8435,鉅邁,tpex,2023-12-04
2997,生技醫療業,8436,大江,tpex,2023-12-04
2998,其他,8437,大地-KY,tpex,2023-12-04
2999,其他,8438,昶昕,twse,2023-06-30
3000,綠能環保,8438,昶昕,twse,2023-12-04
3001,其他,8440,綠電,tpex,2023-07-05
3002,綠能環保類,8440,綠電,tpex,2023-12-04
3003,其他,8442,威宏-KY,twse,2023-12-04
3004,貿易百貨,8443,阿瘦,twse,2023-12-04
3005,其他,8444,綠河-KY,tpex,2023-12-04
3006,文化創意業,8446,華研,tpex,2023-12-04
3007,文化創意業,8450,霹靂,tpex,2023-12-04
3008,數位雲端,8454,富邦媒,twse,2023-12-04
3009,貿易百貨,8454,富邦媒,twse,2023-06-30
3010,其他電子類,8455,大拓-KY,tpex,2023-12-04
3011,觀光事業,8462,柏文,twse,2023-06-29
3012,觀光餐旅,8462,柏文,twse,2023-06-30
3013,運動休閒,8462,柏文,twse,2023-12-04
3014,其他,8463,潤泰材,twse,2023-12-04
3015,其他,8464,億豐,twse,2023-06-30
3016,居家生活,8464,億豐,twse,2023-12-04
3017,其他,8466,美吉吉-KY,twse,2023-12-04
3018,其他,8467,波力-KY,twse,2023-06-30
3019,運動休閒,8467,波力-KY,twse,2023-12-04
3020,數位雲端類,8472,夠麻吉,tpex,2023-12-04
3021,電子商務業,8472,夠麻吉,tpex,2023-06-29
3022,其他,8473,山林水,twse,2023-06-30
3023,綠能環保,8473,山林水,twse,2023-12-04
3024,其他,8476,台境,tpex,2023-07-05
3025,綠能環保,8476,台境,twse,2023-12-04
3026,綠能環保類,8476,台境,tpex,2023-11-02
3027,數位雲端類,8477,創業家,tpex,2023-12-04
3028,電子商務業,8477,創業家,tpex,2023-06-29
3029,其他,8478,東哥遊艇,twse,2023-06-30
3030,運動休閒,8478,東哥遊艇,twse,2023-12-04
3031,其他,8480,泰昇-KY,twse,2023-12-04
3032,其他,8481,政伸,twse,2023-12-04
3033,其他,8482,商億-KY,twse,2023-06-30
3034,居家生活,8482,商億-KY,twse,2023-12-04
3035,其他,8488,吉源-KY,twse,2023-12-04
3036,其他,8489,三貝德,tpex,2023-12-04
3037,文化創意業,8489,三貝德,tpex,2021-06-12
3038,其他,8497,格威傳媒,twse,2023-12-04
3039,其他,8499,鼎炫-KY,twse,2021-06-01
3040,其他電子業,8499,鼎炫-KY,twse,2023-12-04
3041,電子工業,8499,鼎炫-KY,twse,2023-12-04
3042,其他,8905,裕國,tpex,2023-12-04
3043,其他,8906,花王,tpex,2023-12-04
3044,油電燃氣業,8908,欣雄,tpex,2023-12-04
3045,其他,8916,光隆,tpex,2023-12-04
3046,其他,8916A,光隆甲特,tpex,2023-07-21
3047,油電燃氣業,8917,欣泰,tpex,2023-12-04
3048,其他,8921,沈氏,tpex,2023-12-04
3049,文化創意業,8923,時報,tpex,2023-12-04
3050,其他,8924,大田,tpex,2023-07-05
3051,運動休閒類,8924,大田,tpex,2023-12-04
3052,油電燃氣業,8926,台汽電,twse,2023-12-04
3053,油電燃氣業,8927,北基,tpex,2023-12-04
3054,其他,8928,鉅明,tpex,2023-07-05
3055,運動休閒類,8928,鉅明,tpex,2023-12-04
3056,其他,8929,富堡,tpex,2023-12-04
3057,鋼鐵工業,8930,青鋼,tpex,2023-12-04
3058,油電燃氣業,8931,大汽電,tpex,2023-12-04
3059,其他,8932,智通,tpex,2023-12-04
3060,其他,8933,愛地雅,tpex,2023-07-05
3061,運動休閒類,8933,愛地雅,tpex,2023-12-04
3062,其他,8934,衡平,tpex,2020-11-20
3063,其他,8935,邦泰,tpex,2023-12-04
3064,其他,8936,國統,tpex,2023-12-04
3065,其他,8937,合騏,tpex,2023-12-04
3066,其他,8938,明安,tpex,2023-07-05
3067,運動休閒類,8938,明安,tpex,2023-12-04
3068,觀光事業,8940,新天地,twse,2023-06-29
3069,觀光餐旅,8940,新天地,twse,2023-12-04
3070,居家生活類,8941,關中,tpex,2023-12-04
3071,貿易百貨,8941,關中,tpex,2023-06-29
3072,其他,8942,森鉅,tpex,2023-12-04
3073,電機機械,8996,高力,twse,2023-12-04
3074,存託憑證,910069,新曄,twse,2023-12-04
3075,存託憑證,9101,福雷電,twse,2023-12-04
3076,存託憑證,9102,東亞科,twse,2023-12-04
3077,存託憑證,9103,美德醫療-DR,twse,2023-12-04
3078,存託憑證,910322,康師傅-DR,twse,2023-12-04
3079,存託憑證,9104,萬宇科,twse,2023-12-04
3080,存託憑證,910482,聖馬丁-DR,twse,2023-12-04
3081,存託憑證,9105,泰金寶-DR,twse,2023-12-04
3082,存託憑證,910579,歐聖,twse,2023-12-04
3083,存託憑證,9106,新焦點-DR,twse,2023-12-04
3084,存託憑證,910708,恒大健-DR,twse,2023-12-04
3085,存託憑證,910801,金衛-DR,twse,2023-12-04
3086,存託憑證,910861,神州-DR,twse,2023-12-04
3087,存託憑證,910948,融達,twse,2023-12-04
3088,存託憑證,9110,越南控-DR,twse,2023-12-04
3089,存託憑證,911201,僑威控,twse,2023-12-04
3090,存託憑證,911602,華豐泰,twse,2023-12-04
3091,存託憑證,911606,超級,twse,2023-12-04
3092,存託憑證,911608,明輝-DR,twse,2023-12-04
3093,存託憑證,911609,揚子江,twse,2023-12-04
3094,存託憑證,911610,聯環,twse,2023-12-04
3095,存託憑證,911611,中泰山-DR,twse,2023-12-04
3096,存託憑證,911612,滬安,twse,2023-12-04
3097,存託憑證,911616,杜康-DR,twse,2023-12-04
3098,存託憑證,911619,耀傑-DR,twse,2023-12-04
3099,存託憑證,911622,泰聚亨-DR,twse,2023-12-04
3100,存託憑證,911626,MSH-DR,twse,2023-12-04
3101,存託憑證,911868,同方友友-DR,twse,2023-12-04
3102,存託憑證,912000,晨訊科-DR,twse,2023-12-04
3103,存託憑證,912398,友佳-DR,twse,2023-12-04
3104,存託憑證,9136,巨騰-DR,twse,2023-12-04
3105,存託憑證,913889,大成糖,twse,2023-12-04
3106,存託憑證,9151,旺旺,twse,2023-12-04
3107,存託憑證,9157,陽光能源-DR,twse,2023-12-04
3108,存託憑證,916665,爾必達,twse,2023-12-04
3109,存託憑證,9188,精熙-DR,twse,2023-12-04
3110,貿易百貨,9801,力霸,twse,2023-12-04
3111,其他,9802,鈺齊-KY,twse,2023-06-30
3112,運動休閒,9802,鈺齊-KY,twse,2023-12-04
3113,其他,9902,台火,twse,2023-12-04
3114,其他,9904,寶成,twse,2023-06-30
3115,運動休閒,9904,寶成,twse,2023-12-04
3116,其他,9905,大華,twse,2023-12-04
3117,建材營造,9906,欣巴巴,twse,2023-12-04
3118,其他,9907,統一實,twse,2023-12-04
3119,油電燃氣業,9908,大台北,twse,2023-12-04
3120,其他,9910,豐泰,twse,2023-06-30
3121,運動休閒,9910,豐泰,twse,2023-12-04
3122,其他,9911,櫻花,twse,2023-06-30
3123,居家生活,9911,櫻花,twse,2023-12-04
3124,電子工業,9912,偉聯,twse,2023-12-04
3125,電腦及週邊設備業,9912,偉聯,twse,2023-12-04
3126,其他,9914,美利達,twse,2023-06-30
3127,運動休閒,9914,美利達,twse,2023-12-04
3128,其他,9915,億豐,twse,2023-12-04
3129,其他,9917,中保科,twse,2023-12-04
3130,油電燃氣業,9918,欣天然,twse,2023-12-04
3131,其他,9919,康那香,twse,2023-12-04
3132,其他,9921,巨大,twse,2023-06-30
3133,運動休閒,9921,巨大,twse,2023-12-04
3134,其他,9922,優美,twse,2023-12-04
3135,其他,9924,福興,twse,2023-06-30
3136,居家生活,9924,福興,twse,2023-12-04
3137,其他,9925,新保,twse,2023-12-04
3138,油電燃氣業,9926,新海,twse,2023-12-04
3139,其他,9927,泰銘,twse,2023-12-04
3140,其他,9928,中視,twse,2023-12-04
3141,其他,9929,秋雨,twse,2023-12-04
3142,其他,9930,中聯資源,twse,2023-06-30
3143,綠能環保,9930,中聯資源,twse,2023-12-04
3144,油電燃氣業,9931,欣高,twse,2023-12-04
3145,其他,9933,中鼎,twse,2023-12-04
3146,其他,9934,成霖,twse,2023-06-30
3147,居家生活,9934,成霖,twse,2023-12-04
3148,其他,9935,慶豐富,twse,2023-06-30
3149,居家生活,9935,慶豐富,twse,2023-12-04
3150,油電燃氣業,9937,全國,twse,2023-12-04
3151,其他,9938,百和,twse,2023-12-04
3152,其他,9939,宏全,twse,2023-12-04
3153,其他,9940,信義,twse,2023-12-04
3154,其他,9941,裕融,twse,2023-12-04
3155,其他,9941A,裕融甲特,twse,2023-12-04
3156,其他,9942,茂順,twse,2023-12-04
3157,觀光事業,9943,好樂迪,twse,2023-06-29
3158,觀光餐旅,9943,好樂迪,twse,2023-12-04
3159,其他,9944,新麗,twse,2023-12-04
3160,其他,9945,潤泰新,twse,2023-12-04
3161,建材營造,9946,三發地產,twse,2023-12-04
3162,文化創意業,9949,琉園,tpex,2023-12-04
3163,塑膠工業,9950,萬國通,tpex,2023-12-04
3164,電機機械,9951,皇田,tpex,2023-12-04
3165,其他,9955,佳龍,twse,2023-06-30
3166,綠能環保,9955,佳龍,twse,2023-12-04
3167,鋼鐵工業,9958,世紀鋼,twse,2023-12-04
3168,貿易百貨,9960,邁達康,tpex,2023-06-29
3169,運動休閒類,9960,邁達康,tpex,2023-12-04
3170,鋼鐵工業,9962,有益,tpex,2023-12-04
3171,Index,Automobile,汽車類指數,twse,None
3172,Index,BiotechnologyMedicalCare,生技醫療類指數,twse,None
3173,Index,BuildingMaterialConstruction,建材營造類指數,twse,None
3174,Index,Cement,水泥類指數,twse,None
3175,Index,Chemical,化學類指數,twse,None
3176,Index,ChemicalBiotechnologyMedicalCare,化學生技醫療類指數,twse,None
3177,Index,CommunicationsInternet,通信網路類指數,twse,None
3178,Index,ComputerPeripheralEquipment,電腦及週邊設備類指數,twse,None
3179,Index,ElectricalCable,電器電纜類指數,twse,None
3180,Index,ElectricMachinery,電機機械類指數,twse,None
3181,Index,Electronic,電子類指數,twse,None
3182,Index,ElectronicPartsComponents,電子零組件類指數,twse,None
3183,Index,ElectronicProductsDistribution,電子通路類指數,twse,None
3184,Index,FinancialInsurance,金融保險類指數,twse,None
3185,Index,Food,食品類指數,twse,None
3186,Index,GlassCeramic,玻璃陶瓷類指數,twse,None
3187,Index,InformationService,資訊服務類指數,twse,None
3188,Index,IronSteel,鋼鐵類指數,twse,None
3189,Index,OilGasElectricity,油電燃氣類指數,twse,None
3190,Index,Optoelectronic,光電類指數,twse,None
3191,Index,Other,其他類指數,twse,None
3192,Index,OtherElectronic,其他電子類指數,twse,None
3193,Index,PaperPulp,造紙類指數,twse,None
3194,Index,Plastics,塑膠類指數,twse,None
3195,Index,Rubber,橡膠類指數,twse,None
3196,Index,Semiconductor,半導體類指數,twse,None
3197,Index,ShippingTransportation,航運業類指數,twse,None
3198,大盤,TAIEX,加權指數,twse,None
3199,Index,Textiles,紡織纖維類指數,twse,None
3200,Index,Tourism,觀光事業類指數,twse,None
3201,大盤,TPEx,櫃買指數,tpex,None
3202,Index,TradingConsumersGoods,貿易百貨類指數,twse,None
